2026-03-10 18:44:41.058 | INFO     | androguard.core.apk:_apk_analysis:410 - Starting analysis on AndroidManifest.xml
2026-03-10 18:44:41.058 | DEBUG    | androguard.core.axml:__init__:1129 - AXMLPrinter
2026-03-10 18:44:41.058 | DEBUG    | androguard.core.axml:__init__:449 - AXMLParser
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:__init__:482 - FIRST HEADER <ARSCHeader idx='0x00000000' type='3' header_size='8' size='12676'>
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:__init__:540 - STRING_POOL <ARSCHeader idx='0x00000008' type='1' header_size='28' size='6140'>
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT -1
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x00001804' type='384' header_size='8' size='140'>
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:_do_next:618 - AXML contains a RESOURCE MAP
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x00001890' type='256' header_size='16' size='24'>
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:_do_next:686 - Start of Namespace mapping: prefix 38: 'android' --> uri 91: 'http://schemas.android.com/apk/res/android'
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x000018a8' type='258' header_size='16' size='176'>
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:__init__:1139 - DEBUG ARSC TYPE 2
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:__init__:1160 - START_TAG: manifest (line=2)
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 0
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 0
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:getAttributeName:993 - 0
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 0
2026-03-10 18:44:41.059 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 0
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: {http://schemas.android.com/apk/res/android}versionCode='b'1''
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 1
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 1
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeName:993 - 1
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 1
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 1
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeValue:1045 - 1
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: {http://schemas.android.com/apk/res/android}versionName='b'0.1.0''
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 2
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 2
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeName:993 - 2
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 2
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 2
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: {http://schemas.android.com/apk/res/android}compileSdkVersion='b'35''
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 3
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 3
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeName:993 - 3
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 3
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 3
2026-03-10 18:44:41.063 | DEBUG    | androguard.core.axml:getAttributeValue:1045 - 3
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: {http://schemas.android.com/apk/res/android}compileSdkVersionCodename='b'15''
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 4
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 4
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeName:993 - 4
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 4
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 4
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValue:1045 - 4
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: package='b'com.piqle.player''
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 5
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 5
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeName:993 - 5
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 5
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 5
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: platformBuildVersionCode='b'35''
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 6
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 6
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeName:993 - 6
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 6
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 6
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: platformBuildVersionName='b'15''
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x00001958' type='258' header_size='16' size='76'>
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:__init__:1139 - DEBUG ARSC TYPE 2
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:__init__:1160 - START_TAG: uses-sdk (line=7)
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 0
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 0
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeName:993 - 0
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 0
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 0
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: {http://schemas.android.com/apk/res/android}minSdkVersion='b'24''
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 1
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 1
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeName:993 - 1
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 1
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 1
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: {http://schemas.android.com/apk/res/android}targetSdkVersion='b'34''
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x000019a4' type='259' header_size='16' size='24'>
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:__init__:1139 - DEBUG ARSC TYPE 3
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-03-10 18:44:41.064 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x000019bc' type='258' header_size='16' size='56'>
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1139 - DEBUG ARSC TYPE 2
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1160 - START_TAG: uses-permission (line=11)
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeName:993 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeValue:1045 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: {http://schemas.android.com/apk/res/android}name='b'android.permission.SYSTEM_ALERT_WINDOW''
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x000019f4' type='259' header_size='16' size='24'>
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1139 - DEBUG ARSC TYPE 3
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x00001a0c' type='258' header_size='16' size='56'>
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1139 - DEBUG ARSC TYPE 2
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1160 - START_TAG: uses-permission (line=12)
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeName:993 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeValueData:1031 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeValue:1045 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1188 - found an attribute: {http://schemas.android.com/apk/res/android}name='b'android.permission.INTERNET''
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x00001a44' type='259' header_size='16' size='24'>
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1139 - DEBUG ARSC TYPE 3
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:_do_next:609 - NEXT HEADER <ARSCHeader idx='0x00001a5c' type='258' header_size='16' size='56'>
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1139 - DEBUG ARSC TYPE 2
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:__init__:1160 - START_TAG: uses-permission (line=13)
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeNamespace:977 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeUri:964 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeName:993 - 0
2026-03-10 18:44:41.065 | DEBUG    | androguard.core.axml:getAttributeValueType:1020 - 0
